siteID,site_group,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
Ll_92,Ll,92,0.8389,20.692,1.2227,0.1517,3.0216,0,54.9121,
Ll_93,Ll,93,0.895,21.646,1.2852,0.1581,2.1091,0.8014,75.2673,
Ll_94,Ll,94,0.816,24.022,0,0.1451,1.5485,0.8363,79.5464,
Ll_95,Ll,95,0.8907,17.512,0,0.3965,1.5023,0.6905,58.4813,
Ll_96,Ll,96,0.8489,20.578,1.2639,0.1269,3.6297,1.4076,45.0803,
Ll_97,Ll,97,0.9742,17.086,1.3675,0.3404,1.4409,1.044,66.4259,
Ll_98,Ll,98,0.716,42.9,0,0.3185,0,0,95.7,
Ll_99,Ll,99,0.3325,25.277,0,0.1822,0.0419,0,45.3461,
Ll_100,Ll,100,0.1677,16.853,0.0137,0.7051,1.7941,0.6028,69.9769,
Ll_101,Ll,101,0.1216,261.812,3.0402,1.2291,0.6962,0,65.5998,
Ll_102,Ll,102,0.3428,10.019,0,0.3127,0,0.1328,36.9016,
Ll_103,Ll,103,0,205.682,1.8768,1.148,2.9646,0.6,62.1856,
Ll_104,Ll,104,0.1626,107.057,0,0.5476,0,0.2783,36.8401,
Ll_105,Ll,105,0.1369,25.744,0,0.2604,0,0,91.6465,
Mn_1,Mn,1,.,13.08,.,0.05,0.01,0.07,61.78,0.01
Mn_2,Mn,2,.,10.44,.,0.05,0.02,0.03,54.04,0.02
Mn_3,Mn,3,.,7.73,.,0.03,0.04,0.01,233.12,0.01
Mn_4,Mn,4,.,5.9,.,0.05,0.02,0.03,36.55,0.02
Mn_5,Mn,5,.,7.32,.,0.04,0.01,0.1,31.03,0.14
Mn_6,Mn,6,.,13.75,.,0.05,0.12,0.07,40.72,0
Mn_7,Mn,7,.,13.8,.,0.09,0.14,0.05,39.09,0
Mn_8,Mn,8,.,10.71,.,0.02,0.57,0.03,120.11,0
Mn_9,Mn,9,.,10.5,.,0.04,0.03,0.04,43.87,0
Mn_10,Mn,10,.,9.22,.,0.06,0.03,0.09,30.78,0.1
Mn_11,Mn,11,.,10.82,.,0.05,0.04,0.01,32.2,0.02
Mn_12,Mn,12,.,7.78,.,0.02,0.19,0.01,33.46,0.02
Mn_13,Mn,13,.,12.9,.,0.06,0.09,.,36.5,0.01
Mn_14,Mn,14,.,10.94,.,0.05,0.04,0.04,31.92,0.01
Mn_15,Mn,15,.,11.43,.,0.01,0.01,0.04,57.1,0.12
Mn_16,Mn,16,.,10.73,.,0.07,0.02,0.05,73.57,0
Mn_17,Mn,17,.,21.63,.,0.07,0.02,0.03,143.55,0
Mn_18,Mn,18,.,17.76,.,0.1,0.13,0.02,78.92,0
Mn_19,Mn,19,.,8.1,.,0.05,0.02,0.03,58.99,0
Mn_20,Mn,20,.,9.08,.,0.07,0.02,0.04,38.6,0.07
Mn_21,Mn,21,.,13.76,.,0.06,0.02,0.09,62.24,0
Mn_22,Mn,22,.,10.16,.,0.04,0.17,0.04,39.93,0.01
Mn_23,Mn,23,.,15.96,.,0.1,0.02,0.02,89.91,0.01
Mn_24,Mn,24,.,10.29,.,0.07,0.01,0.05,50.2,0
Mn_25,Mn,25,.,7.57,.,0.06,0.01,0.07,37.3,0.09
Mn_26,Mn,26,.,16.46,.,0.06,0.14,0.04,48.48,0.01
Mn_27,Mn,27,.,20.81,.,0.07,0.23,0.04,52.79,0
Mn_28,Mn,28,.,12.04,.,0.06,0.12,0.02,58.09,0.01
Mn_29,Mn,29,.,12.57,.,0.05,0.06,0.03,42.86,0
Mn_30,Mn,30,.,16.74,.,0.07,0.04,0.05,72.69,0.11
Mn_31,Mn,31,.,6.8,.,1.44,0.04,0.06,46.87,0.01
Mn_32,Mn,32,.,7.63,.,2.02,0.02,0.05,45.29,0
Mn_33,Mn,33,.,8.04,.,1.75,0.05,0.05,54.89,0.21
Mn_34,Mn,34,.,6.72,.,1.43,0.03,0.06,41.88,0.24
Mn_35,Mn,35,.,8.44,.,1.45,0.02,0.12,45.59,0.02
Mn_36,Mn,36,.,6.07,.,0.03,0.01,0.04,40.92,0
Mn_37,Mn,37,.,6.31,.,0.05,0.07,0.29,26.01,0.01
Mn_38,Mn,38,.,6.19,.,0,0.03,0.25,19.42,0
Mn_39,Mn,39,.,6.2,.,0.05,0.06,0.31,27.19,0.01
Mn_40,Mn,40,.,4.55,.,0.04,0.02,0.05,28.74,0.04
Mn_41,Mn,41,.,5.9,.,0.03,0.02,0.02,34.39,0
Mn_42,Mn,42,.,6.79,.,0.04,0.03,0.05,40.34,0
Mn_43,Mn,43,.,5.62,.,0.06,0.04,0.05,32.42,0
Mn_44,Mn,44,.,5.68,.,0.03,0.03,0.03,33.39,0
Mn_45,Mn,45,.,4.74,.,0.04,0.03,0.06,32.67,0.13
Mn_46,Mn,46,.,10.47,.,0.03,0.03,0.03,37.78,0.01
Mn_47,Mn,47,.,5.37,.,0.02,0.2,0.05,31.64,0.01
Mn_48,Mn,48,.,12.25,.,0.07,0.05,0.03,25.91,0.03
Mn_49,Mn,49,.,4.49,.,0.01,0.1,0.05,30.87,0.03
Mn_50,Mn,50,.,10.47,.,0.02,0.15,0.03,37.75,0.02
Mn_51,Mn,51,.,9.43,.,0.04,0.07,0.04,29.04,0.11
Mn_52,Mn,52,.,9.65,.,0.03,0.06,0.03,42.66,0.01
Mn_53,Mn,53,.,3.64,.,0.01,0.29,0.05,30.73,0
Mn_54,Mn,54,.,13.18,.,0.06,0.07,0.03,30.88,0.03
Mn_55,Mn,55,.,4.84,.,0.01,0.13,0.02,49.59,0.02
Mn_56,Mn,56,.,5.75,.,0.02,0.13,0.05,33.1,0.01
Mn_57,Mn,57,.,12.36,.,0.03,0.06,0.03,39.27,0.11
Mn_58,Mn,58,.,5.18,.,0.03,0.04,0.04,36.59,0.02
Mn_59,Mn,59,.,5.05,.,0.03,0.07,0.04,53.24,0.01
Mn_60,Mn,60,.,11.53,.,0.05,0.08,0.03,21.42,0.04
Mn_61,Mn,61,.,5.66,.,0.03,0.11,0.03,51.75,0.05
Mn_62,Mn,62,.,4.35,.,0.03,0.05,0.05,29.93,0.03
Mn_63,Mn,63,.,11.07,.,0.06,0.04,0.04,39.9,0.1
Mn_64,Mn,64,.,9.8,.,0.4,0.43,0,44.43,.
Mn_65,Mn,65,.,11.17,.,0.58,0.53,0,48.43,.
Mn_66,Mn,66,.,10.17,.,0.4,0.65,0,31.92,.
Mn_67,Mn,67,.,9.69,.,0.69,0.59,0,127.65,.
Mn_68,Mn,68,.,9.88,.,0.37,0.51,0,30.5,.
Mn_69,Mn,69,.,7.93,.,0.46,0.56,0,27.7,.
Mn_70,Mn,70,.,7.17,.,0.39,0.43,0,47.57,.
Mn_71,Mn,71,.,7.66,.,0.44,0.42,0,44.19,.
Mn_72,Mn,72,.,9.63,.,0.54,0.46,0,45.48,.
Mn_73,Mn,73,.,7.08,.,0.64,0.39,0,51.01,.
Mn_74,Mn,74,.,10.86,.,0.54,0.35,0,48.74,.
Mn_75,Mn,75,.,4.04,.,0,0.35,0,38.33,.
Mn_76,Mn,76,.,10.62,.,0.4,0.36,0,35.23,.
Mn_77,Mn,77,.,10.2,.,0.49,0.31,0,34.87,.
Mn_78,Mn,78,0.7551,8.34,.,0.35,0,0,42.47,.
Mn_79,Mn,79,0.7794,10.89,.,0.64,0.24,0,59.97,.
Mn_80,Mn,80,0.5846,6.29,.,0.34,0,0,29.63,.
Mn_81,Mn,81,0.6754,6.43,.,0.46,0,0,42.05,.
Mn_82,Mn,82,0.596,6.87,.,0,0,0,34.51,.
Mn_83,Mn,83,0.7631,9.44,.,0,0,0,48.05,.
Mn_84,Mn,84,0.8085,10.98,.,0.43,0,0,50.1,.
Mn_85,Mn,85,.,.,.,.,.,.,.,
Mn_86,Mn,86,.,.,.,.,.,.,.,
Mn_87,Mn,87,.,.,.,.,.,.,.,
Mn_88,Mn,88,.,.,.,.,.,.,.,
Mn_89,Mn,89,1.1712,13.72,0,0,0,0,49.1487,
Mn_90,Mn,90,1.4341,11.478,0,0.1393,0,0,34.6978,
Mn_91,Mn,91,1.4625,9.162,0,0,0,0,43.7944,
Mn_92,Mn,92,1.4215,9.971,0,0.1263,0,0,35.0822,
Mn_93,Mn,93,.,.,.,.,.,.,.,
Mn_94,Mn,94,0.3737,19.7749,0,0.0897,0.2599,0,61.9522,
Mn_95,Mn,95,0.2105,22.9404,0,0.0536,0.0659,0,115.5933,
Mn_96,Mn,96,0.3616,9.6087,0,0.3712,1.0094,0,51.9676,
Mn_97,Mn,97,0.7036,7.55,0,0.9215,1.5521,0.5784,44.07,
Mn_98,Mn,98,0.6551,11.98,0,0.9793,1.5271,0.6141,15,
Mn_99,Mn,99,0.5553,7.94,0,0.8916,1.5217,0.5398,47.8,
Mn_100,Mn,100,0.5755,11.53,0,0.8535,1.4899,0.5241,43.5,
Mt_1,Mt,1,.,6.32,.,0.04,0.01,0.05,39.34,0.02
Mt_2,Mt,2,.,10.76,.,0.04,0.03,0.06,49.95,0.01
Mt_3,Mt,3,.,17.21,.,0.06,0.01,0.06,44.87,0.12
Mt_4,Mt,4,.,6.3,.,0.05,0.02,0.06,35.65,0.05
Mt_5,Mt,5,.,31.89,.,0.08,0.04,0.03,135.27,0.16
Mt_6,Mt,6,.,10.36,.,0.04,0.01,0.03,42.44,0.01
Mt_7,Mt,7,.,11.33,.,0.05,0.09,0.03,41.65,0.01
Mt_8,Mt,8,.,9.47,.,0.05,0.01,0.09,23.9,0.07
Mt_9,Mt,9,.,10.83,.,0.05,0.01,0.04,45.59,0.04
Mt_10,Mt,10,.,17.77,.,0.06,0.02,0,81.84,0.06
Mt_11,Mt,11,.,10.99,.,0.07,0.01,0.03,37.05,0.01
Mt_12,Mt,12,.,7.25,.,0.04,0.02,0.02,37.26,0.01
Mt_13,Mt,13,.,14.51,.,0.06,0.01,0.05,25.05,0.09
Mt_14,Mt,14,.,12.02,.,0.12,0.01,0.06,37.6,0.03
Mt_15,Mt,15,.,14.56,.,0.05,0.01,0.06,64.26,0.12
Mt_16,Mt,16,.,6.25,.,0.06,0.01,0.04,43.06,0
Mt_17,Mt,17,.,10.94,.,0.06,0.01,0.05,69.74,0
Mt_18,Mt,18,.,17.23,.,0.07,0.01,0.05,32.85,0
Mt_19,Mt,19,.,7.73,.,0.06,0.02,0.05,42.59,0
Mt_20,Mt,20,.,22.51,.,0.06,0.03,0.04,48.72,0.01
Mt_21,Mt,21,.,12.73,.,0.06,0.01,0.04,80.43,0.03
Mt_22,Mt,22,.,13.24,.,0.05,0.02,0.06,58.42,0.04
Mt_23,Mt,23,.,12.69,.,0.08,0.01,0.07,27.19,0.13
Mt_24,Mt,24,.,12.23,.,0.06,0.01,0.07,62.38,0.08
Mt_25,Mt,25,.,9.93,.,0.08,0.02,0.07,46.65,0.08
Mt_26,Mt,26,.,8.88,.,0.05,0.03,0.04,37.56,0.03
Mt_27,Mt,27,.,17.57,.,0.09,0.11,0.04,49.19,0.01
Mt_28,Mt,28,.,13.38,.,0.06,0.02,0.05,34.63,0.08
Mt_29,Mt,29,.,10.99,.,0.09,0.03,0.05,41.76,0.04
Mt_30,Mt,30,.,11.74,.,0.08,0.04,0.06,63.24,0.08
Mt_31,Mt,31,.,6.79,.,0.08,0.02,0.06,44.3,0
Mt_32,Mt,32,.,8.54,.,1.64,0.11,0.06,46.37,0
Mt_33,Mt,33,.,11.28,.,2.13,0.04,0.08,32.9,0.01
Mt_34,Mt,34,.,7.86,.,1.81,0.04,0.09,46.33,0
Mt_35,Mt,35,.,11.17,.,0.08,0.05,0.08,51.13,0.01
Mt_36,Mt,36,.,4.15,.,0.04,0.02,0.06,29.06,0.02
Mt_37,Mt,37,.,2.98,.,0.03,0.03,0.02,30.49,0.01
Mt_38,Mt,38,.,15.27,.,0.09,0.03,0.1,42.16,0.05
Mt_39,Mt,39,.,7.13,.,0.06,0.02,0.06,35.48,0.03
Mt_40,Mt,40,.,12.98,.,0.09,0.06,0.15,44.35,0.04
Mt_41,Mt,41,.,6.71,.,0.05,0.04,0.05,38.59,0.02
Mt_42,Mt,42,.,7.9,.,0.06,0.05,0.08,41.3,0
Mt_43,Mt,43,.,8.88,.,0.07,0.06,0.08,14.99,0.15
Mt_44,Mt,44,.,6.7,.,0.06,0.04,0.06,33.21,0.07
Mt_45,Mt,45,.,8.15,.,0.12,0.03,0.11,43.51,0.14
oo_1,oo,1,.,.,.,.,.,.,.,.
oo_2,oo,2,.,.,.,.,.,.,.,6.57
oo_3,oo,3,.,5.58,.,0.09,0.05,0.05,32.1,0.02
oo_4,oo,4,.,6.15,.,0.08,0.06,0.28,12.86,0.09
oo_5,oo,5,.,6.57,.,0.11,0.1,0.06,42.27,0.03
oo_6,oo,6,.,10.08,.,0.28,0.11,0.32,3.96,3.77
oo_7,oo,7,.,15.41,.,0.12,0.22,0.03,27.31,1.56
oo_8,oo,8,.,3.58,.,0.05,0.1,0.05,24.57,0.09
oo_9,oo,9,.,7.84,.,0.07,0.09,0.01,34.33,0.49
oo_10,oo,10,.,2.31,.,0.03,0.07,0.04,17.74,0.13
oo_11,oo,11,.,7.95,.,0.16,0.03,0.09,1.14,7.35
oo_12,oo,12,.,13.7,.,0.15,0.07,0.05,10.66,2
oo_13,oo,13,.,10.45,.,0.03,0.03,0.03,52.51,0.14
oo_14,oo,14,.,9.43,.,0.07,0.12,0.06,47.12,0.36
oo_15,oo,15,.,5.79,.,0.01,0.09,0.03,32.39,0.03
RC_1,RC,1,.,60.6,.,0.43,0.05,0.16,106.34,0.47
RC_2,RC,2,.,27.43,.,0.12,0.3,0.2,84.42,0.03
RC_3,RC,3,.,232.95,.,0.86,0.01,0.15,344.83,0.66
RC_4,RC,4,.,41.33,.,0.26,0.02,0.08,84.79,0.25
RC_5,RC,5,.,20.78,.,0.12,0.45,0.27,52.7,0.02
RC_6,RC,6,.,73.3,.,0.34,0.02,0.12,159.36,0.32
RC_7,RC,7,.,85.51,.,0.36,0.04,0.16,136.65,0.34
RC_8,RC,8,.,71.05,.,0.31,0.02,0.24,142.32,0.34
RC_9,RC,9,.,27.27,.,0.13,0.13,0.15,85.59,0.02
RC_10,RC,10,.,125.83,.,0.59,0.03,0.27,202.09,0.37
RC_11,RC,11,.,.,.,.,.,.,.,.
RC_12,RC,12,.,33.29,.,0.11,0.57,0.35,88.54,0.04
RC_13,RC,13,.,90.84,.,0.37,0.02,0.06,177.82,0.29
RC_14,RC,14,.,67.58,.,0.24,0.02,0.07,157.49,0.26
RC_15,RC,15,.,29.08,.,0.14,0.01,0.14,57.38,0.31
RC_16,RC,16,.,30.94,.,0.09,0.35,0.1,86.05,0.03
RC_17,RC,17,.,101.62,.,0.96,0.01,0.11,120.24,0.72
RC_18,RC,18,.,28.46,.,0.14,0.02,0.23,77.66,0.19
RC_19,RC,19,.,17.29,.,0.06,0.37,0.15,43.33,0.01
RC_20,RC,20,.,116,.,0.37,0.01,0.06,184.94,0.33
RC_21,RC,21,.,118.51,.,0.42,0.01,0.03,161.77,0.37
RC_22,RC,22,.,60.3,.,0.26,0.36,0.11,127.7,0.25
RC_23,RC,23,.,38.6,.,0.16,0.76,0.13,116.52,0.01
RC_24,RC,24,.,127.37,.,0.82,0.02,0.22,173.67,0.52
RC_25,RC,25,.,27.13,.,0.14,0.01,0.11,76.85,0.12
RC_26,RC,26,.,13.78,.,0.05,0.76,0.06,58.89,0.03
RC_27,RC,27,.,58.07,.,0.31,2.51,0.09,126.96,0.12
RC_28,RC,28,.,31.87,.,0.13,0.02,0.07,83.03,0.19
RC_29,RC,29,.,78.26,.,0.45,0.48,0.15,133,0.42
RC_30,RC,30,.,.,.,.,.,.,.,.
RC_31,RC,31,.,87.91,.,0.61,0.02,0.17,143.58,0.53
RC_32,RC,32,.,27.15,.,0.14,0.02,0.14,91.73,0.13
RC_33,RC,33,.,15.58,.,0.06,0.54,0.23,44.36,0.03
RC_34,RC,34,.,41.41,.,0.26,0.14,0.09,77.84,0.23
RC_35,RC,35,.,59.36,.,0.2,0.04,0.09,164.5,0.3
RC_36,RC,36,.,134.33,.,0.38,5.86,0.03,311.94,0.18
RC_37,RC,37,.,27.2,.,0.14,0.13,0.14,86.91,0.04
RC_38,RC,38,.,61.98,.,0.33,0.05,0.14,142.29,0.37
RC_39,RC,39,.,28.67,.,0.12,0.04,0.11,82.11,0.16
RC_40,RC,40,.,25.09,.,0.15,0.71,0.2,53.6,0.04
RC_41,RC,41,.,142.97,.,0.46,3.36,0.03,266.58,0.1
RC_42,RC,42,.,94.5,.,0.31,0.09,0.05,233.78,0.27
RC_43,RC,43,.,36.68,.,0.2,0.05,0.23,64.35,0.07
RC_44,RC,44,.,29.12,.,0.12,0.42,0.2,88.18,0
RC_45,RC,45,.,63.83,.,0.36,0.09,0.17,157.27,0.66
RC_46,RC,46,.,24.89,.,0.17,0.02,0.15,78.01,0.06
RC_47,RC,47,.,26.74,.,0.08,0.84,0.59,64.78,0.02
RC_48,RC,48,.,26.71,.,0.16,0.04,0.28,76.64,0.09
RC_49,RC,49,.,63.09,.,0,0.02,0.04,110.94,0.07
RC_50,RC,50,.,66.34,.,0.37,0.03,0.15,183.35,0.36
RC_51,RC,51,.,20.98,.,0.04,0.5,0.2,66.3,0
RC_52,RC,52,.,118.05,.,0.45,0.15,0.04,389.99,1.3
RC_53,RC,53,.,56.03,.,0.15,0.08,0.04,168.15,0.23
RC_54,RC,54,.,18.04,.,0.07,0.86,0.43,48.22,0.02
RC_55,RC,55,.,59.81,.,0.23,0.04,0.31,126.98,0.26
RC_56,RC,56,.,69.6,.,0.34,0.04,0.09,177.77,0.39
RC_57,RC,57,.,62.35,.,0.24,0.03,0.07,197.54,0.4
RC_58,RC,58,.,26.82,.,0.07,0.79,0.28,78.37,0.01
RC_59,RC,59,.,115.8,.,0.78,0.1,0.02,332.75,1.62
RC_60,RC,60,.,55.9,.,0.21,0.07,0.15,141.7,0.21
RC_61,RC,61,.,22.14,.,0.1,1.12,0.51,56.75,0.1
RC_62,RC,62,.,80.31,.,0.34,0.03,0.32,219.99,0.58
RC_63,RC,63,.,68.7,.,0.3,0.09,0.1,187.04,0.43
Rf_1,Rf,1,.,37.22,.,0.18,0.01,0.11,59.88,0.31
Rf_2,Rf,2,.,62.09,.,0.28,0.03,0.12,61.99,0.47
Rf_3,Rf,3,.,79.69,.,0.25,0.02,0.07,100.64,0.18
Rf_4,Rf,4,.,30.93,.,0.14,0.02,0.15,75.25,0.2
Rf_5,Rf,5,.,27.99,.,0.15,0.01,0.11,63.56,0.15
Rf_6,Rf,6,.,74.47,.,0.21,0.01,0.11,128.76,0.3
Rf_7,Rf,7,.,69.93,.,0.24,0.02,0.15,95.28,0.47
Rf_8,Rf,8,.,73.39,.,0.21,0.01,0.08,132.19,0.12
Rf_9,Rf,9,.,110.56,.,0.2,0.01,0.07,157.89,0.27
Rf_10,Rf,10,.,50.9,.,0.17,0.01,0.06,127.59,0.15
Rf_11,Rf,11,.,36.73,.,0.19,0.01,0.09,77.67,0.27
Rf_12,Rf,12,.,40.94,.,0.19,0.01,0.1,52.19,0.6
Rf_13,Rf,13,.,64.24,.,0.26,0.02,0.2,92.17,0.12
Rf_14,Rf,14,.,17.95,.,0.09,0.01,0.04,30.89,0.22
Rf_15,Rf,15,.,18.86,.,0.1,0.01,0.06,36.36,0.41
Rf_16,Rf,16,.,37.03,.,0.19,0.01,0.15,94.47,0.2
Rf_17,Rf,17,.,77.98,.,0.24,0.02,0.14,99.44,0.52
Rf_18,Rf,18,.,49.86,.,0.21,0.02,0.18,77.77,0.01
Rf_19,Rf,19,.,29.09,.,0.13,0.02,0.13,77.78,0.13
Rf_20,Rf,20,.,30.76,.,0.12,0.02,0.15,86.04,0.07
Rf_21,Rf,21,.,49.84,.,0.28,0.02,0.08,105.63,0.28
Rf_22,Rf,22,.,89.87,.,0.29,0.04,0.33,84.9,0.61
Rf_23,Rf,23,.,47.8,.,0.2,0.02,0.19,69.21,0.15
Rf_24,Rf,24,.,38.37,.,0.21,0.02,0.09,92.39,0.22
Rf_25,Rf,25,.,47.19,.,0.26,0.02,0.05,100.19,0.22
Rf_26,Rf,26,.,76.45,.,0.29,0.03,0.1,150.55,0.25
Rf_27,Rf,27,.,31.32,.,0.18,0.03,0.29,68.34,0.34
Rf_28,Rf,28,.,38.69,.,0.18,0.03,0.2,72.4,0.12
Rf_29,Rf,29,.,49.45,.,0.24,0.06,0.14,110.06,0.11
Rf_30,Rf,30,.,56.78,.,0.2,0.02,0.06,173.52,0.16
Rf_31,Rf,31,.,26.71,.,0.14,0.04,0.22,82.99,0.09
Rf_32,Rf,32,.,30.5,.,0.18,0.03,0.39,58.14,0.44
Rf_33,Rf,33,.,28.6,.,0.17,0.04,0.18,65.87,0.01
Rf_34,Rf,34,.,25.74,.,0.14,0.03,0.16,61.66,0.07
Rf_35,Rf,35,.,27.02,.,0.15,0.03,0.27,77.34,0.01
Rf_36,Rf,36,.,84.85,.,0.43,0.07,0.15,159.07,0.18
Rf_37,Rf,37,.,29.03,.,0.18,0.02,0.35,65.48,0.58
Rf_38,Rf,38,.,27.03,.,0.13,0.05,0.3,73.91,0.19
Rf_39,Rf,39,.,87.96,.,0.52,0.06,0.07,117.33,0.63
Rf_40,Rf,40,.,71.28,.,0.31,0.07,0.01,212.48,0.33
Rf_41,Rf,41,.,94.97,.,0.32,0.04,0.1,174.74,0.61
Rf_42,Rf,42,.,129.73,.,0.53,0.06,0.12,146.67,1.15
Rf_43,Rf,43,.,42.73,.,0.19,0.08,0.28,93.04,0.28
Rf_44,Rf,44,.,70.35,.,0.28,0.03,0.08,148.35,0.66
Rf_45,Rf,45,.,69.42,.,0.49,0.05,0.05,175.42,0.55
Rn_1,Rn,1,.,10.4,.,0.39,0.94,0,56.58,.
Rn_2,Rn,2,.,10.63,.,0.4,0.58,0,52.16,.
Rn_3,Rn,3,.,11.24,.,0.55,0.56,0,65.54,.
Rn_4,Rn,4,.,8.73,.,0.39,0.5,0,52.5,.
Rn_5,Rn,5,.,10.72,.,0.39,0.4,0,52.2,.
Rn_6,Rn,6,.,10.42,.,0.46,0.56,0,52.83,.
Rn_7,Rn,7,.,16.31,.,0.56,0.45,0,74.43,.
Rn_8,Rn,8,.,7.44,.,0,1.12,0,47.96,.
Rn_9,Rn,9,.,11.65,.,0.4,0.33,0,58.73,.
Rn_10,Rn,10,.,12.06,.,0.37,0,0,57.57,.
Rn_11,Rn,11,.,11.58,.,0.53,0.41,0,47.54,.
Rn_12,Rn,12,.,10.02,.,0.46,0.31,0,44.55,.
Rn_13,Rn,13,0.7217,6.82,.,0.37,0,0,49.96,.
Rn_14,Rn,14,0.7446,11.52,.,0.73,0.58,0,62.18,.
Rn_15,Rn,15,0.8183,17.34,.,0.36,0,0,77.45,.
Rn_16,Rn,16,0.7792,7.58,.,0.37,0.19,0,54.81,.
Rn_17,Rn,17,0.312,1.61,.,0,0,0,10.53,.
Rn_18,Rn,18,0.5359,10.47,.,0,0,0,56.49,.
Rg_1,Rg,1,.,.,.,.,.,.,.,.
Rg_2,Rg,2,.,11.23,.,0.04,0.05,0.02,52.06,0.01
Rg_3,Rg,3,.,37.96,.,0.12,0.02,0.05,164.19,0.1
Rg_4,Rg,4,.,43.09,.,0.12,0.02,0.45,163.24,0.12
Rg_5,Rg,5,.,3.98,.,0.03,0.02,0.05,18.93,0.04
Rg_6,Rg,6,.,6.36,.,0.03,0.02,0.07,30.37,0.05
Rg_7,Rg,7,.,6.27,.,0,0.01,0.05,27.79,0.04
Rg_8,Rg,8,.,12.68,.,0.05,0.04,0,49.77,0.02
Rg_9,Rg,9,.,18.85,.,0.05,0.01,0.05,89.18,0.06
Rg_10,Rg,10,.,37.46,.,0.08,0.01,0.01,159.84,0.11
Rg_11,Rg,11,.,7.4,.,0.1,0.01,0,18.9,0.02
Rg_12,Rg,12,.,6.16,.,0.07,0.01,0.02,14.51,0.03
Rg_13,Rg,13,.,10.42,.,0.08,0.02,0.07,36.29,0.05
Rg_14,Rg,14,.,9.17,.,0.05,0.05,0.05,44.63,0.02
Rg_15,Rg,15,.,12.26,.,0.08,0.01,0.1,49.15,0.05
Rg_16,Rg,16,.,13.44,.,0.07,0.01,0.04,54.69,0.07
Rg_17,Rg,17,.,11.98,.,0.08,0.01,0.04,41.39,0.03
Rg_18,Rg,18,.,10.86,.,0.08,0.01,0.05,37.98,0.03
Rg_19,Rg,19,.,13.95,.,0.07,0.02,0.03,49.29,0
Rg_20,Rg,20,.,13.05,.,0.06,0.12,0.02,71.86,0.01
Rg_21,Rg,21,.,12.1,.,0.06,0.01,0.06,47.55,0
Rg_22,Rg,22,.,16.63,.,0.07,0.01,0.03,71.97,0.05
Rg_23,Rg,23,.,15.62,.,0.08,0.01,0.02,46.64,0
Rg_24,Rg,24,.,10.55,.,0.04,0.02,0.02,33.72,0.03
Rg_25,Rg,25,.,19.39,.,0.09,0.02,0.06,77.95,0.03
Rg_26,Rg,26,.,12.93,.,0.07,0.03,0.06,60.31,0
Rg_27,Rg,27,.,17.47,.,0.09,0.02,0.08,61.22,0.04
Rg_28,Rg,28,.,14.14,.,0.11,0.01,0.06,49.96,0.06
Rg_29,Rg,29,.,11.51,.,0.08,0.01,0.04,45.98,0.04
Rg_30,Rg,30,.,8.63,.,0.07,0.02,0.06,41.19,0.03
Rg_31,Rg,31,.,14,.,0.06,0.03,0.03,56.79,0.04
Rg_32,Rg,32,.,16.6,.,0.07,0.08,0.02,51.05,0.01
Rg_33,Rg,33,.,26.76,.,0.1,0.02,0.03,122.02,0.06
Rg_34,Rg,34,.,32.51,.,0.13,0.03,0.01,127.48,0.1
Rg_35,Rg,35,.,14.57,.,0.07,0.03,0.03,57.45,0.04
Rg_36,Rg,36,.,11.87,.,0.06,0.03,0.03,50.38,0.03
Rg_37,Rg,37,.,8.39,.,0.04,0.07,0,56.86,0
Rg_38,Rg,38,.,10.14,.,0.05,0.1,0.01,49.15,0.04
Rg_39,Rg,39,.,14.5,.,0.06,0.09,0.09,71.15,0.02
Rg_40,Rg,40,.,21.2,.,0.09,0.03,0.06,86.85,0.07
Rg_41,Rg,41,.,10.6,.,0.07,0.07,0.04,66.28,0
Rg_42,Rg,42,.,7.89,.,0.06,0.08,0.1,53.33,0.01
Rg_43,Rg,43,.,19.83,.,0.05,0.04,0.04,95.33,0.06
Rg_44,Rg,44,.,5.9,.,0.03,0.19,0.01,44.83,0.01
Rg_45,Rg,45,.,37.88,.,0.15,0.09,0.04,149.65,0.03
Rg_46,Rg,46,.,47.14,.,0.1,0.06,0.02,180.28,0.05
Rg_47,Rg,47,.,13.53,.,0.06,0.04,0.04,69.36,0.04
Rg_48,Rg,48,.,14.67,.,0.04,0.01,0.03,79.21,0
Rg_49,Rg,49,.,5.1,.,0.03,0.03,0.05,33.63,0.01
Rg_50,Rg,50,.,8.69,.,0.04,0.07,0.03,45.23,0
Rg_51,Rg,51,.,14.55,.,0.09,0.04,0.09,79.55,0.06
Rg_52,Rg,52,.,23.61,.,0.14,0.03,0.02,104.81,0.12
Rg_53,Rg,53,.,6.5,.,0.04,0.05,0.06,35.86,0.02
Rg_54,Rg,54,.,7.01,.,0.04,0.04,0.04,42.9,0.04
Rg_55,Rg,55,.,13.97,.,0.06,0.07,0.06,53.35,0.03
Rg_56,Rg,56,.,10.61,.,0.05,0.1,0.05,43.23,0.03
Rg_57,Rg,57,.,15.85,.,0.03,0.05,0.06,59.69,0.04
Rg_58,Rg,58,.,13.78,.,0.05,0.04,0.06,49.68,0.08
Rg_59,Rg,59,.,13.26,.,0.06,0.05,0.05,48.8,0.04
Rg_60,Rg,60,.,12.3,.,0.06,0.08,0.02,43.66,0.04
